code,description,hcc_v24,hcc_v28,is_specific,parent,children
S32.130K,"Nondisplaced Zone III fracture of sacrum, subsequent encounter for fracture with nonunion",,,true,,,
S32.130S,"Nondisplaced Zone III fracture of sacrum, sequela",,,true,,,
S32.131A,"Minimally displaced Zone III fracture of sacrum, initial encounter for closed fracture",169,401,true,,,
S32.131B,"Minimally displaced Zone III fracture of sacrum, initial encounter for open fracture",169,401,true,,,
S32.131D,"Minimally displaced Zone III fracture of sacrum, subsequent encounter for fracture with routine healing",,,true,,,
S32.131G,"Minimally displaced Zone III fracture of sacrum, subsequent encounter for fracture with delayed healing",,,true,,,
S32.131K,"Minimally displaced Zone III fracture of sacrum, subsequent encounter for fracture with nonunion",,,true,,,
S32.131S,"Minimally displaced Zone III fracture of sacrum, sequela",,,true,,,
S32.132A,"Severely displaced Zone III fracture of sacrum, initial encounter for closed fracture",169,401,true,,,
S32.132B,"Severely displaced Zone III fracture of sacrum, initial encounter for open fracture",169,401,true,,,
S32.132D,"Severely displaced Zone III fracture of sacrum, subsequent encounter for fracture with routine healing",,,true,,,
S32.132G,"Severely displaced Zone III fracture of sacrum, subsequent encounter for fracture with delayed healing",,,true,,,
S32.132K,"Severely displaced Zone III fracture of sacrum, subsequent encounter for fracture with nonunion",,,true,,,
S32.132S,"Severely displaced Zone III fracture of sacrum, sequela",,,true,,,
S32.139A,"Unspecified Zone III fracture of sacrum, initial encounter for closed fracture",169,401,true,,,
S32.139B,"Unspecified Zone III fracture of sacrum, initial encounter for open fracture",169,401,true,,,
S32.139D,"Unspecified Zone III fracture of sacrum, subsequent encounter for fracture with routine healing",,,true,,,
S32.139G,"Unspecified Zone III fracture of sacrum, subsequent encounter for fracture with delayed healing",,,true,,,
S32.139K,"Unspecified Zone III fracture of sacrum, subsequent encounter for fracture with nonunion",,,true,,,
S32.139S,"Unspecified Zone III fracture of sacrum, sequela",,,true,,,
S32.14XA,"Type 1 fracture of sacrum, initial encounter for closed fracture",169,401,true,,,
S32.14XB,"Type 1 fracture of sacrum, initial encounter for open fracture",169,401,true,,,
S32.14XD,"Type 1 fracture of sacrum, subsequent encounter for fracture with routine healing",,,true,,,
S32.14XG,"Type 1 fracture of sacrum, subsequent encounter for fracture with delayed healing",,,true,,,
S32.14XK,"Type 1 fracture of sacrum, subsequent encounter for fracture with nonunion",,,true,,,
S32.14XS,"Type 1 fracture of sacrum, sequela",,,true,,,
S32.15XA,"Type 2 fracture of sacrum, initial encounter for closed fracture",169,401,true,,,
S32.15XB,"Type 2 fracture of sacrum, initial encounter for open fracture",169,401,true,,,
S32.15XD,"Type 2 fracture of sacrum, subsequent encounter for fracture with routine healing",,,true,,,
S32.15XG,"Type 2 fracture of sacrum, subsequent encounter for fracture with delayed healing",,,true,,,
S32.15XK,"Type 2 fracture of sacrum, subsequent encounter for fracture with nonunion",,,true,,,
S32.15XS,"Type 2 fracture of sacrum, sequela",,,true,,,
S32.16XA,"Type 3 fracture of sacrum, initial encounter for closed fracture",169,401,true,,,
S32.16XB,"Type 3 fracture of sacrum, initial encounter for open fracture",169,401,true,,,
S32.16XD,"Type 3 fracture of sacrum, subsequent encounter for fracture with routine healing",,,true,,,
S32.16XG,"Type 3 fracture of sacrum, subsequent encounter for fracture with delayed healing",,,true,,,
S32.16XK,"Type 3 fracture of sacrum, subsequent encounter for fracture with nonunion",,,true,,,
S32.16XS,"Type 3 fracture of sacrum, sequela",,,true,,,
S32.17XA,"Type 4 fracture of sacrum, initial encounter for closed fracture",169,401,true,,,
S32.17XB,"Type 4 fracture of sacrum, initial encounter for open fracture",169,401,true,,,
S32.17XD,"Type 4 fracture of sacrum, subsequent encounter for fracture with routine healing",,,true,,,
S32.17XG,"Type 4 fracture of sacrum, subsequent encounter for fracture with delayed healing",,,true,,,
S32.17XK,"Type 4 fracture of sacrum, subsequent encounter for fracture with nonunion",,,true,,,
S32.17XS,"Type 4 fracture of sacrum, sequela",,,true,,,
S32.19XA,"Other fracture of sacrum, initial encounter for closed fracture",169,401,true,,,
S32.19XB,"Other fracture of sacrum, initial encounter for open fracture",169,401,true,,,
S32.19XD,"Other fracture of sacrum, subsequent encounter for fracture with routine healing",,,true,,,
S32.19XG,"Other fracture of sacrum, subsequent encounter for fracture with delayed healing",,,true,,,
S32.19XK,"Other fracture of sacrum, subsequent encounter for fracture with nonunion",,,true,,,
S32.19XS,"Other fracture of sacrum, sequela",,,true,,,
S32.2XXA,"Fracture of coccyx, initial encounter for closed fracture",169,401,true,,,
S32.2XXB,"Fracture of coccyx, initial encounter for open fracture",169,401,true,,,
S32.2XXD,"Fracture of coccyx, subsequent encounter for fracture with routine healing",,,true,,,
S32.2XXG,"Fracture of coccyx, subsequent encounter for fracture with delayed healing",,,true,,,
S32.2XXK,"Fracture of coccyx, subsequent encounter for fracture with nonunion",,,true,,,
S32.2XXS,"Fracture of coccyx, sequela",,,true,,,
S32.301A,"Unspecified fracture of right ilium, initial encounter for closed fracture",170,402,true,,,
S32.301B,"Unspecified fracture of right ilium, initial encounter for open fracture",170,402,true,,,
S32.301D,"Unspecified fracture of right ilium, subsequent encounter for fracture with routine healing",,,true,,,
S32.301G,"Unspecified fracture of right ilium, subsequent encounter for fracture with delayed healing",,,true,,,
S32.301K,"Unspecified fracture of right ilium, subsequent encounter for fracture with nonunion",,,true,,,
S32.301S,"Unspecified fracture of right ilium, sequela",,,true,,,
S32.302A,"Unspecified fracture of left ilium, initial encounter for closed fracture",170,402,true,,,
S32.302B,"Unspecified fracture of left ilium, initial encounter for open fracture",170,402,true,,,
S32.302D,"Unspecified fracture of left ilium, subsequent encounter for fracture with routine healing",,,true,,,
S32.302G,"Unspecified fracture of left ilium, subsequent encounter for fracture with delayed healing",,,true,,,
S32.302K,"Unspecified fracture of left ilium, subsequent encounter for fracture with nonunion",,,true,,,
S32.302S,"Unspecified fracture of left ilium, sequela",,,true,,,
S32.309A,"Unspecified fracture of unspecified ilium, initial encounter for closed fracture",170,402,true,,,
S32.309B,"Unspecified fracture of unspecified ilium, initial encounter for open fracture",170,402,true,,,
S32.309D,"Unspecified fracture of unspecified ilium, subsequent encounter for fracture with routine healing",,,true,,,
S32.309G,"Unspecified fracture of unspecified ilium, subsequent encounter for fracture with delayed healing",,,true,,,
S32.309K,"Unspecified fracture of unspecified ilium, subsequent encounter for fracture with nonunion",,,true,,,
S32.309S,"Unspecified fracture of unspecified ilium, sequela",,,true,,,
S32.311A,"Displaced avulsion fracture of right ilium, initial encounter for closed fracture",170,402,true,,,
S32.311B,"Displaced avulsion fracture of right ilium, initial encounter for open fracture",170,402,true,,,
S32.311D,"Displaced avulsion fracture of right ilium, subsequent encounter for fracture with routine healing",,,true,,,
S32.311G,"Displaced avulsion fracture of right ilium, subsequent encounter for fracture with delayed healing",,,true,,,
S32.311K,"Displaced avulsion fracture of right ilium, subsequent encounter for fracture with nonunion",,,true,,,
S32.311S,"Displaced avulsion fracture of right ilium, sequela",,,true,,,
S32.312A,"Displaced avulsion fracture of left ilium, initial encounter for closed fracture",170,402,true,,,
S32.312B,"Displaced avulsion fracture of left ilium, initial encounter for open fracture",170,402,true,,,
S32.312D,"Displaced avulsion fracture of left ilium, subsequent encounter for fracture with routine healing",,,true,,,
S32.312G,"Displaced avulsion fracture of left ilium, subsequent encounter for fracture with delayed healing",,,true,,,
S32.312K,"Displaced avulsion fracture of left ilium, subsequent encounter for fracture with nonunion",,,true,,,
S32.312S,"Displaced avulsion fracture of left ilium, sequela",,,true,,,
S32.313A,"Displaced avulsion fracture of unspecified ilium, initial encounter for closed fracture",170,402,true,,,
S32.313B,"Displaced avulsion fracture of unspecified ilium, initial encounter for open fracture",170,402,true,,,
S32.313D,"Displaced avulsion fracture of unspecified ilium, subsequent encounter for fracture with routine healing",,,true,,,
S32.313G,"Displaced avulsion fracture of unspecified ilium, subsequent encounter for fracture with delayed healing",,,true,,,
S32.313K,"Displaced avulsion fracture of unspecified ilium, subsequent encounter for fracture with nonunion",,,true,,,
S32.313S,"Displaced avulsion fracture of unspecified ilium, sequela",,,true,,,
S32.314A,"Nondisplaced avulsion fracture of right ilium, initial encounter for closed fracture",170,402,true,,,
S32.314B,"Nondisplaced avulsion fracture of right ilium, initial encounter for open fracture",170,402,true,,,
S32.314D,"Nondisplaced avulsion fracture of right ilium, subsequent encounter for fracture with routine healing",,,true,,,
S32.314G,"Nondisplaced avulsion fracture of right ilium, subsequent encounter for fracture with delayed healing",,,true,,,
S32.314K,"Nondisplaced avulsion fracture of right ilium, subsequent encounter for fracture with nonunion",,,true,,,
S32.314S,"Nondisplaced avulsion fracture of right ilium, sequela",,,true,,,
S32.315A,"Nondisplaced avulsion fracture of left ilium, initial encounter for closed fracture",170,402,true,,,
S32.315B,"Nondisplaced avulsion fracture of left ilium, initial encounter for open fracture",170,402,true,,,
S32.315D,"Nondisplaced avulsion fracture of left ilium, subsequent encounter for fracture with routine healing",,,true,,,
S32.315G,"Nondisplaced avulsion fracture of left ilium, subsequent encounter for fracture with delayed healing",,,true,,,
S32.315K,"Nondisplaced avulsion fracture of left ilium, subsequent encounter for fracture with nonunion",,,true,,,
S32.315S,"Nondisplaced avulsion fracture of left ilium, sequela",,,true,,,
S32.316A,"Nondisplaced avulsion fracture of unspecified ilium, initial encounter for closed fracture",170,402,true,,,
S32.316B,"Nondisplaced avulsion fracture of unspecified ilium, initial encounter for open fracture",170,402,true,,,
S32.316D,"Nondisplaced avulsion fracture of unspecified ilium, subsequent encounter for fracture with routine healing",,,true,,,
S32.316G,"Nondisplaced avulsion fracture of unspecified ilium, subsequent encounter for fracture with delayed healing",,,true,,,
S32.316K,"Nondisplaced avulsion fracture of unspecified ilium, subsequent encounter for fracture with nonunion",,,true,,,
S32.316S,"Nondisplaced avulsion fracture of unspecified ilium, sequela",,,true,,,
S32.391A,"Other fracture of right ilium, initial encounter for closed fracture",170,402,true,,,
S32.391B,"Other fracture of right ilium, initial encounter for open fracture",170,402,true,,,
S32.391D,"Other fracture of right ilium, subsequent encounter for fracture with routine healing",,,true,,,
S32.391G,"Other fracture of right ilium, subsequent encounter for fracture with delayed healing",,,true,,,
S32.391K,"Other fracture of right ilium, subsequent encounter for fracture with nonunion",,,true,,,
S32.391S,"Other fracture of right ilium, sequela",,,true,,,
S32.392A,"Other fracture of left ilium, initial encounter for closed fracture",170,402,true,,,
S32.392B,"Other fracture of left ilium, initial encounter for open fracture",170,402,true,,,
S32.392D,"Other fracture of left ilium, subsequent encounter for fracture with routine healing",,,true,,,
S32.392G,"Other fracture of left ilium, subsequent encounter for fracture with delayed healing",,,true,,,
S32.392K,"Other fracture of left ilium, subsequent encounter for fracture with nonunion",,,true,,,
S32.392S,"Other fracture of left ilium, sequela",,,true,,,
S32.399A,"Other fracture of unspecified ilium, initial encounter for closed fracture",170,402,true,,,
S32.399B,"Other fracture of unspecified ilium, initial encounter for open fracture",170,402,true,,,
S32.399D,"Other fracture of unspecified ilium, subsequent encounter for fracture with routine healing",,,true,,,
S32.399G,"Other fracture of unspecified ilium, subsequent encounter for fracture with delayed healing",,,true,,,
